"DMR","MethylDiff","AveExpr","t","P.Value","adj.P.Val","B","Contrast","healthy","nbl"
"7:96619039-96619090",-0.8551,0.533016666666667,-24.8661523548296,2.62012251261943e-06,0.000150951292855074,5.09471151571144,"healthy-all",0.105466666666667,0.960566666666667
"2:219866403-219866445",-0.932133333333333,0.5166,-24.8525875366684,2.62702868158062e-06,0.000151132960051333,5.09159239250532,"healthy-all",0.0505333333333333,0.982666666666667
"1:110611515-110611559",-0.8936,0.487133333333333,-24.8112539412099,2.6482082062765e-06,0.000152134083701799,5.08207737427036,"healthy-all",0.0403333333333333,0.933933333333333
"2:11810211-11810269",-0.8215,0.43085,-24.7800369950747,2.66434033782513e-06,0.000152842805903926,5.07488052824263,"healthy-all",0.0201,0.8416
"12:113013363-113013452",-0.757066666666667,0.532166666666667,-24.7509634639041,2.679471377227e-06,0.000153492164768575,5.06816953875933,"healthy-all",0.153633333333333,0.9107
"22:39631786-39631883",-0.805266666666666,0.572733333333333,-24.709706767844,2.70112108591931e-06,0.000154512567117978,5.05863256851794,"healthy-all",0.1701,0.975366666666667
"9:136404903-136404992",-0.7609,0.587616666666667,-24.6629024197156,2.7259376166443e-06,0.000155710969872174,5.04779358336545,"healthy-all",0.207166666666667,0.968066666666667
"1:156893961-156894021",-0.850633333333333,0.48245,-24.498782180329,2.81515488804489e-06,0.00016057946529243,5.00962071325971,"healthy-all",0.0571333333333333,0.907766666666667
"16:67687529-67687611",0.823,0.4389,24.4507113345524,2.84194984790874e-06,0.000161878588861574,4.99839069202101,"healthy-all",0.8504,0.0274
"19:591199-591260",-0.739366666666667,0.549016666666667,-24.4012869457036,2.86982022980892e-06,0.000163235212534795,4.98682107127612,"healthy-all",0.179333333333333,0.9187
"1:110611592-110611665",-0.901466666666667,0.484666666666667,-24.3424982015452,2.90340107870952e-06,0.000164912362257703,4.97302836308303,"healthy-all",0.0339333333333333,0.9354
"2:74730717-74730802",-0.850666666666667,0.535766666666667,-24.3166468814988,2.91831738518257e-06,0.00016552614002632,4.96695255773301,"healthy-all",0.110433333333333,0.9611
"2:636724-636780",-0.6948,0.630666666666667,-24.2675197511623,2.94691911558827e-06,0.000166913332916815,4.95538818349615,"healthy-all",0.283266666666667,0.978066666666667
"1:35331575-35331656",-0.907466666666666,0.453733333333333,-24.1782328107825,2.99977127388718e-06,0.0001694973016618,4.93430938115183,"healthy-all",0,0.907466666666667
"1:156358413-156358493",-0.908066666666667,0.495666666666667,-24.1762499305497,3.00095791226599e-06,0.0001694973016618,4.93384036847036,"healthy-all",0.0416333333333333,0.9497
"7:36011266-36011313",-0.838866666666667,0.5561,-24.135695083308,3.02535211845219e-06,0.000170635791543681,4.92423932208363,"healthy-all",0.136666666666667,0.975533333333333
"1:79472408-79472438",-0.8472,0.518466666666667,-24.0320681967001,3.08877801515316e-06,0.00017396948174578,4.89963197064743,"healthy-all",0.0948666666666667,0.942066666666667
"11:73053962-73053999",0.906466666666667,0.4806,23.9008194377707,3.17142490188634e-06,0.000178374933273554,4.868310681703,"healthy-all",0.933833333333333,0.0273666666666667
"19:18980719-18980798",-0.906266666666667,0.5199,-23.8344139272739,3.21425418327812e-06,0.000180531701833742,4.85239717767787,"healthy-all",0.0667666666666667,0.973033333333333
"14:74057461-74057498",-0.130066666666667,0.916333333333333,-23.7639804012038,3.2604450909101e-06,0.000182871008713149,4.83546924787095,"healthy-all",0.8513,0.981366666666667
"9:141045017-141045111",-0.657033333333333,0.62355,-23.6170282767371,3.3594182460703e-06,0.000188160128216269,4.79998675988845,"healthy-all",0.295033333333333,0.952066666666667
"7:2289038-2289096",-0.911066666666666,0.515366666666667,-23.6082082436222,3.36547288223831e-06,0.000188237442278638,4.79785000603684,"healthy-all",0.0598333333333333,0.9709
"4:778877-778987",-0.505433333333333,0.697616666666667,-23.5501230248761,3.40567624956355e-06,0.000189989054846251,4.78375798983757,"healthy-all",0.4449,0.950333333333333
"10:134598092-134598132",-0.866833333333333,0.459616666666667,-23.5493355413836,3.4062252638125e-06,0.000189989054846251,4.78356669747422,"healthy-all",0.0262,0.893033333333333
"11:67806426-67806469",-0.897066666666667,0.448533333333333,-23.5400889662024,3.41267973072443e-06,0.00019008578898479,4.78132007190954,"healthy-all",0,0.897066666666667
"12:122016590-122016638",-0.799266666666667,0.498366666666667,-23.3401725269919,3.5558997295785e-06,0.000197789555262232,4.73252720218709,"healthy-all",0.0987333333333333,0.898
"18:34823779-34823894",-0.829233333333333,0.55175,-23.3307750058212,3.56280845781185e-06,0.000197900495730401,4.73022319675728,"healthy-all",0.137133333333333,0.966366666666667
"17:1901999-1902069",-0.885466666666667,0.493133333333333,-23.2238837252125,3.64254017247003e-06,0.00020205059956686,4.70395027942082,"healthy-all",0.0504,0.935866666666667
"11:608946-609017",-0.2448,0.818433333333333,-23.1905894564231,3.66781258927208e-06,0.000203172600801342,4.69574188377318,"healthy-all",0.696033333333333,0.940833333333333
"3:122640689-122640753",-0.9299,0.51345,-23.1423138558486,3.70483292852306e-06,0.000204941383055703,4.68381880765135,"healthy-all",0.0485,0.9784
"17:15652986-15653050",-0.698966666666667,0.62755,-23.1247641273373,3.71840243337804e-06,0.000205409855136581,4.67947815941908,"healthy-all",0.278066666666667,0.977033333333333
"20:56194186-56194250",-0.912066666666667,0.4718,-23.1142066656085,3.72659433167788e-06,0.000205580384015068,4.67686533484537,"healthy-all",0.0157666666666667,0.927833333333333
"19:34311459-34311515",-0.889833333333333,0.444916666666667,-23.0029545043668,3.81425373773327e-06,0.000210128334161774,4.64925848121857,"healthy-all",0,0.889833333333333
"7:155596860-155596897",-0.111533333333333,0.0574666666666667,-22.9369866052229,3.86740527879027e-06,0.000212765407079458,4.63282503150905,"healthy-all",0.0017,0.113233333333333
"16:67428540-67428621",-0.873566666666666,0.539483333333333,-22.8428719737298,3.94478793524262e-06,0.000216726541528179,4.6092971107564,"healthy-all",0.1027,0.976266666666667
"19:46997017-46997056",-0.908366666666667,0.459283333333333,-22.7948888867566,3.98495775646707e-06,0.000218635195927365,4.59726404318836,"healthy-all",0.0051,0.913466666666667
"17:6606244-6606328",0.855333333333333,0.444266666666667,22.7586693725039,4.01560606725143e-06,0.000220016968618071,4.5881640776277,"healthy-all",0.871933333333333,0.0166
"12:49658345-49658374",-0.900433333333333,0.452783333333333,-22.7160273478782,4.05205362893036e-06,0.000221712298492737,4.57743175006221,"healthy-all",0.00256666666666667,0.903
"8:102505530-102505597",-0.8881,0.531483333333333,-22.6241768226418,4.1319238006459e-06,0.00022577571692783,4.55424524534053,"healthy-all",0.0874333333333333,0.975533333333333
"4:3534682-3534718",-0.8714,0.497266666666667,-22.6131829510644,4.1416102301604e-06,0.000225998354442804,4.55146362430079,"healthy-all",0.0615666666666667,0.932966666666667
"12:50355105-50355162",-0.8253,0.43985,-22.492329157168,4.24991497774554e-06,0.000231594487237876,4.5207955706367,"healthy-all",0.0272,0.8525
"12:115173645-115173757",-0.931066666666667,0.509966666666667,-22.4378618433092,4.29983999878618e-06,0.00023393139290541,4.50691953985765,"healthy-all",0.0444333333333333,0.9755
"19:51190108-51190198",-0.8833,0.523416666666667,-22.4276557314174,4.30927337897914e-06,0.00023393139290541,4.50431566806829,"healthy-all",0.0817666666666667,0.965066666666667
"11:62694679-62694763",-0.8643,0.49525,-22.426627047709,4.31022556022484e-06,0.00023393139290541,4.50405315514929,"healthy-all",0.0631,0.9274
"12:49735757-49735842",-0.838666666666667,0.4671,-22.3471889069695,4.38452729868262e-06,0.000237643740033981,4.4837443801572,"healthy-all",0.0477666666666667,0.886433333333333
"19:55944676-55944764",-0.801633333333333,0.514616666666667,-22.2597634113859,4.46809051425557e-06,0.000241847410080089,4.46130940271791,"healthy-all",0.1138,0.915433333333333
"17:18907127-18907226",-0.792500000000001,0.575516666666667,-22.2437944975332,4.48356039410358e-06,0.000241976317010657,4.45720190894372,"healthy-all",0.179266666666667,0.971766666666667
"2:45176480-45176550",-0.8029,0.56165,-22.2424115725947,4.48490313447144e-06,0.000241976317010657,4.4568460559733,"healthy-all",0.1602,0.9631
"11:430249-430333",0.863866666666667,0.5067,22.2387114259873,4.48849814524002e-06,0.000241976317010657,4.45589382814631,"healthy-all",0.938633333333333,0.0747666666666667
"17:1901847-1901911",-0.925733333333333,0.484566666666667,-22.1545681372226,4.57119516307646e-06,0.000246105080765043,4.43419651598381,"healthy-all",0.0217,0.947433333333333
"12:49374247-49374313",-0.189,0.0945,-22.1371451122958,4.58854729717683e-06,0.000246709463557554,4.42969342761261,"healthy-all",0,0.189
"5:149546597-149546671",-0.8051,0.57655,-22.1303450266936,4.59534122739161e-06,0.000246745315424383,4.42793493599988,"healthy-all",0.174,0.9791
"10:134597818-134597914",-0.844566666666666,0.49265,-22.0841302475253,4.64183647150549e-06,0.000248909982082553,4.41596944548871,"healthy-all",0.0703666666666667,0.914933333333333
"9:633179-633262",0.837066666666667,0.546733333333333,21.9634590296975,4.76593679066564e-06,0.000255224787894808,4.3846072789399,"healthy-all",0.965266666666667,0.1282
"1:209979613-209979664",-0.904733333333333,0.471166666666667,-21.7928999000069,4.94822981405757e-06,0.000264635010414226,4.33998264018931,"healthy-all",0.0188,0.923533333333333
"12:56474209-56474281",-0.4253,0.223916666666667,-21.7513233034798,4.99393226793623e-06,0.000266724995175146,4.32905144950356,"healthy-all",0.0112666666666667,0.436566666666667
"6:164051833-164051904",-0.882766666666667,0.533483333333333,-21.7018800077198,5.04894549081135e-06,0.000269306071338363,4.31602461664718,"healthy-all",0.0921,0.974866666666667
"14:105202800-105202879",-0.762733333333333,0.462833333333333,-21.6229947485361,5.13823635079958e-06,0.000273706238205092,4.29517886589815,"healthy-all",0.0814666666666667,0.8442
"22:51042647-51042742",-0.892333333333333,0.532466666666667,-21.6042068791835,5.15978208811216e-06,0.000274490864557946,4.29020283650152,"healthy-all",0.0863,0.978633333333333
"12:3948054-3948093",-0.4569,0.744983333333333,-21.594340440595,5.17114038042484e-06,0.000274732182401172,4.28758793755629,"healthy-all",0.516533333333333,0.973433333333333
"12:132908090-132908184",0.863233333333333,0.487716666666667,21.5829248751021,5.18431962555153e-06,0.000275061723699928,4.2845609769986,"healthy-all",0.919333333333333,0.0561
"16:88497124-88497204",-0.934166666666667,0.467083333333333,-21.5771486266422,5.19100370022957e-06,0.000275061723699928,4.28302872989828,"healthy-all",0,0.934166666666667
"5:134826411-134826494",-0.885033333333333,0.482716666666667,-21.5665710125865,5.20327066832256e-06,0.000275175677215918,4.28022177212702,"healthy-all",0.0402,0.925233333333333
"5:140263211-140263261",-0.510966666666667,0.724216666666667,-21.5635156986703,5.20682044246553e-06,0.000275175677215918,4.279410733083,"healthy-all",0.468733333333333,0.9797
"14:70039624-70039692",-0.674466666666667,0.641266666666667,-21.5206731005299,5.25690496858494e-06,0.000277194851266072,4.26802591802042,"healthy-all",0.304033333333333,0.9785
"1:1566130-1566196",-0.817533333333334,0.500933333333333,-21.5190674055645,5.25879333434182e-06,0.000277194851266072,4.26759878516534,"healthy-all",0.0921666666666667,0.9097
"7:154705970-154706038",-0.874633333333333,0.535716666666667,-21.4935334902224,5.28893235593377e-06,0.000278419078308247,4.26080217591858,"healthy-all",0.0984,0.973033333333333
"16:67687104-67687143",0.718766666666667,0.389516666666667,21.4592047820602,5.32978079296759e-06,0.000279952908772889,4.25165179200415,"healthy-all",0.7489,0.0301333333333333
"19:18980048-18980093",-0.596533333333333,0.685966666666667,-21.4573715074422,5.33197290925991e-06,0.000279952908772889,4.25116271606208,"healthy-all",0.3877,0.984233333333333
"16:49872702-49872825",-0.9258,0.5085,-21.4232883644021,5.37292581473059e-06,0.000281735801412781,4.242062466674,"healthy-all",0.0456,0.9714
"2:198029295-198029359",-0.474733333333333,0.741166666666667,-21.3966204872662,5.40523314355456e-06,0.000283061305492959,4.23493197073421,"healthy-all",0.5038,0.978533333333333
"1:32054605-32054656",-0.762366666666667,0.593016666666667,-21.3273787464985,5.49021580103683e-06,0.000287138286394226,4.21637631353701,"healthy-all",0.211833333333333,0.9742
"15:29967492-29967600",-0.941033333333333,0.517916666666667,-21.1659739836674,5.69464101788206e-06,0.00029744343505983,4.17288690541193,"healthy-all",0.0474,0.988433333333333
"7:75912271-75912336",-0.9242,0.475433333333333,-21.1389607604279,5.72974341063984e-06,0.000298889244676007,4.16557592087772,"healthy-all",0.0133333333333333,0.937533333333333
"14:105189908-105189966",-0.796233333333333,0.504883333333333,-21.1282104672744,5.74378533581798e-06,0.000299234125819826,4.16266380714429,"healthy-all",0.106766666666667,0.903
"13:114875309-114875404",0.790766666666667,0.516716666666667,21.1123934699003,5.7645207440864e-06,0.000299926375820547,4.15837648946017,"healthy-all",0.9121,0.121333333333333
"14:100784752-100784780",-0.9156,0.511866666666667,-21.0532385089938,5.84287353606404e-06,0.000303601015104762,4.14231351577691,"healthy-all",0.0540666666666667,0.969666666666667
"10:135259986-135260031",-0.3127,0.81305,-21.0477377684923,5.85022442256948e-06,0.000303601015104762,4.14081754463113,"healthy-all",0.6567,0.9694
"11:1578184-1578241",-0.809866666666667,0.574566666666667,-21.0319537861504,5.87137916511626e-06,0.000304306705737962,4.13652278732856,"healthy-all",0.169633333333333,0.9795
"3:62363041-62363120",-0.8762,0.547033333333333,-21.0142880857723,5.89516523951551e-06,0.000305146785810449,4.13171219237448,"healthy-all",0.108933333333333,0.985133333333333
"12:52626748-52626845",-0.773433333333333,0.579183333333333,-21.004227654034,5.90876300967944e-06,0.000305412035967645,4.12897079858292,"healthy-all",0.192466666666667,0.9659
"5:178548140-178548188",-0.241933333333333,0.8186,-20.9992849269361,5.91545747696266e-06,0.000305412035967645,4.12762345999757,"healthy-all",0.697633333333333,0.939566666666667
"3:122641273-122641324",-0.851033333333334,0.556383333333333,-20.9824166433921,5.93837287341321e-06,0.000306202578726278,4.12302294015116,"healthy-all",0.130866666666667,0.9819
"6:166267976-166268067",-0.8516,0.488466666666667,-20.9432692469607,5.99196737832173e-06,0.000308570995258817,4.11233190882983,"healthy-all",0.0626666666666667,0.914266666666667
"17:36718271-36718330",-0.9033,0.520283333333333,-20.9137389473267,6.03278129765115e-06,0.000310276035297202,4.10425403006417,"healthy-all",0.0686333333333333,0.971933333333333
"19:46443597-46443656",-0.7184,0.6166,-20.8923640997971,6.06253246124165e-06,0.00031109758931307,4.09839991160088,"healthy-all",0.2574,0.9758
"15:31775845-31775919",-0.875966666666667,0.515616666666667,-20.8911660651877,6.06420520003873e-06,0.00031109758931307,4.0980716178712,"healthy-all",0.0776333333333333,0.9536
"1:110754612-110754651",-0.761466666666667,0.5804,-20.830105204293,6.15020127146828e-06,0.000315107831301907,4.08131429674492,"healthy-all",0.199666666666667,0.961133333333333
"5:140782688-140782792",-0.787033333333333,0.580183333333333,-20.821510410226,6.16242343724958e-06,0.000315332851641014,4.07895162682289,"healthy-all",0.186666666666667,0.9737
"2:220313901-220313965",-0.809066666666667,0.4351,-20.7807178777361,6.22083248514016e-06,0.00031791769671203,4.06772462137199,"healthy-all",0.0305666666666667,0.839633333333333
"14:51339024-51339103",-0.839633333333333,0.455383333333333,-20.6497177635351,6.41296644612821e-06,0.000327028653028561,4.03152084187948,"healthy-all",0.0355666666666667,0.8752
"21:47010224-47010299",-0.925366666666667,0.482283333333333,-20.6481211380488,6.41535188827105e-06,0.000327028653028561,4.03107817592895,"healthy-all",0.0196,0.944966666666667
"5:149546814-149546864",-0.817933333333333,0.546466666666667,-20.6260789740307,6.44839346265891e-06,0.000328297412306874,4.02496346467787,"healthy-all",0.1375,0.955433333333333
"12:52215819-52215891",-0.5109,0.70585,-20.6130643550886,6.46799879779294e-06,0.000328879772204444,4.02135001418533,"healthy-all",0.4504,0.9613
"1:6511938-6512019",0.8077,0.512816666666667,20.6044363540688,6.48103565550329e-06,0.000329127095690761,4.01895323098609,"healthy-all",0.916666666666667,0.108966666666667
"1:36788106-36788196",-0.8818,0.522133333333333,-20.5806892374838,6.51708110223179e-06,0.000330540772125915,4.0123513052289,"healthy-all",0.0812333333333333,0.963033333333333
"5:140811605-140811674",-0.806633333333333,0.56335,-20.5676002371495,6.53705190122253e-06,0.000331136625300795,4.00870918187454,"healthy-all",0.160033333333333,0.966666666666667
"20:57267676-57267714",-0.8601,0.49965,-20.5110974914144,6.62411214892071e-06,0.000335125151192444,3.99296019171517,"healthy-all",0.0696,0.9297
"10:88296558-88296617",-0.8604,0.5112,-20.4236198072269,6.76166944133865e-06,0.000341655194569823,3.96849184999658,"healthy-all",0.081,0.9414
"12:58131912-58131997",0.817533333333333,0.440666666666667,20.4122199529835,6.77984774491676e-06,0.000341860379679715,3.96529549372498,"healthy-all",0.849433333333333,0.0319
"2:220312963-220313067",-0.816766666666667,0.581283333333333,-20.4104294522332,6.78270823580473e-06,0.000341860379679715,3.96479330087663,"healthy-all",0.1729,0.989666666666667
"17:36718483-36718581",-0.8583,0.55205,-20.3377167083835,6.9001109473062e-06,0.00034734295994871,3.94436184349179,"healthy-all",0.1229,0.9812
"10:22541738-22541794",-0.898033333333334,0.45365,-20.3107954885195,6.94419778972595e-06,0.000349125829201066,3.93677877704563,"healthy-all",0.00463333333333333,0.902666666666667
"17:1389556-1389672",-0.4087,0.305716666666667,-20.2972100949041,6.9665742760184e-06,0.000349814105572989,3.93294828450379,"healthy-all",0.101366666666667,0.510066666666667
"4:48493011-48493074",-0.851533333333333,0.5627,-20.1745069302824,7.17266190882186e-06,0.000359610943608602,3.89823490759813,"healthy-all",0.136933333333333,0.988466666666667
"17:61926254-61926307",-0.915133333333333,0.457566666666667,-20.1704860029607,7.17953859256824e-06,0.000359610943608602,3.89709380355246,"healthy-all",0,0.915133333333333
"5:132150128-132150164",-0.591933333333333,0.681566666666667,-20.1172313205102,7.27136894051498e-06,0.000363758134911154,3.88195914419195,"healthy-all",0.3856,0.977533333333333
"6:90597327-90597378",-0.7477,0.59345,-20.0805836320147,7.33538473330483e-06,0.00036650530843042,3.87152085849603,"healthy-all",0.2196,0.9673
"13:114524084-114524157",0.660666666666667,0.361733333333333,20.0619676247047,7.36816276176017e-06,0.000367686843344292,3.86621121964507,"healthy-all",0.692066666666667,0.0314
"1:33772826-33772919",-0.493466666666667,0.738233333333333,-20.0259135401512,7.43214764332702e-06,0.000370420814040127,3.85591392202381,"healthy-all",0.4915,0.984966666666667
"20:62272804-62272847",-0.882766666666666,0.52645,-20.0007921738831,7.47712592480953e-06,0.000372201901258349,3.84872815111142,"healthy-all",0.0850666666666667,0.967833333333333
"15:78111116-78111221",-0.5676,0.3279,-19.945696372704,7.5769243150446e-06,0.000376704097643409,3.83293686660483,"healthy-all",0.0441,0.6117
"13:110434494-110434543",0.822133333333333,0.5296,19.8741861397507,7.70885734102204e-06,0.000382790868039826,3.81237599468993,"healthy-all",0.940666666666667,0.118533333333333
"18:55107886-55107945",-0.922866666666667,0.5194,-19.8488493912068,7.75626479152084e-06,0.000384670615048443,3.80507339144393,"healthy-all",0.0579666666666667,0.980833333333333
"8:22446813-22446862",0.825466666666667,0.444933333333333,19.8126045580512,7.82469392889553e-06,0.000387587022399203,3.79461067803436,"healthy-all",0.857666666666667,0.0322
"11:76849187-76849269",-0.7921,0.59035,-19.743037826456,7.9580812302392e-06,0.00039365542783436,3.77447548140031,"healthy-all",0.1943,0.9864
"12:50354938-50355026",-0.748,0.527566666666667,-19.7369036359865,7.96997374928534e-06,0.00039365542783436,3.7726966299087,"healthy-all",0.153566666666667,0.901566666666667
"4:6660417-6660469",-0.6751,0.587116666666667,-19.7335267497119,7.9765297388403e-06,0.00039365542783436,3.77171713299169,"healthy-all",0.249566666666667,0.924666666666667
"19:2250923-2251021",-0.887466666666667,0.5483,-19.7215932189708,7.9997499218016e-06,0.000394318150674262,3.76825436496736,"healthy-all",0.104566666666667,0.992033333333333
"9:96080114-96080174",-0.682466666666667,0.6295,-19.707131141833,8.02799928257933e-06,0.000395226844876225,3.76405508780631,"healthy-all",0.288266666666667,0.970733333333333
"3:51989896-51989966",-0.796733333333334,0.5733,-19.6918207428199,8.05803666251424e-06,0.00039622123862773,3.75960614283833,"healthy-all",0.174933333333333,0.971666666666667
"5:132150165-132150269",-0.822666666666667,0.576333333333333,-19.6854013212706,8.07067112904822e-06,0.00039635853297305,3.75773974183605,"healthy-all",0.165,0.987666666666667
"7:25892474-25892568",-0.875966666666667,0.47705,-19.6606955491037,8.11951913123907e-06,0.00039827180868956,3.75055105680687,"healthy-all",0.0390666666666667,0.915033333333333
